id_poliza,target_siniestro,edad_conductor_scaled,exposicion_anios_scaled,antiguedad_cliente_anios_scaled,antiguedad_vehiculo_anios_scaled,ncd_score_scaled,score_riesgo_total_scaled,prima_anual_log_scaled,suma_asegurada_log_scaled,monto_siniestros_previos_3anios_log_scaled,severidad_previa_log_scaled,carga_siniestral_previa_log_scaled,ratio_sa_prima_log_scaled,tasa_prima_scaled,es_renovacion,tiene_siniestro_previo,es_conductor_joven,es_adulto_mayor,es_uso_comercial,vehiculo_antiguo,poliza_anual,inicio_en_temporada_alta,inicio_en_verano,sexo_M,cobertura_Total_Plus,uso_Transporte,score_riesgo_edad,score_riesgo_vehiculo
POL-2024187,0,1.6803430005134719,-0.19356850828569888,0.16941312349482324,0.7766759674797685,-1.2781108352454835,1.1805642303329258,0.13711579689990516,1.9263516012910025,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.3211292338477325,-0.864840017073192,1,1,0,0,0,1,1,0,0,0,0,0,2.0,4.0
POL-2024188,0,-1.4912079658703588,-0.19356850828569888,1.4368083614017328,-1.1239771231270068,-1.2781108352454835,0.7033275530886909,0.38064682878824757,1.3712859887648994,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.7261699449714943,-0.668454069769218,1,1,1,0,0,0,1,0,0,0,0,0,3.0,1.0
POL-2024189,1,-1.6587978058266648,-0.19356850828569888,-1.3593105886934962,-1.1239771231270068,-0.7700209458698056,0.1067817065333972,-0.5221796206515896,-1.0823614773280288,1.9923203042954243,-0.24911339237709276,2.2887486066101994,-0.4412902347910847,0.06446455158271229,1,0,1,0,0,0,1,0,0,1,0,0,3.0,1.0
POL-2024190,0,-0.7859425614257339,-0.19356850828569888,-0.6901948248740627,-1.4695504123282388,0.12457560998308817,-0.8476916479550725,0.035835681290117695,0.8571495216567979,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.5900297681942284,-0.6109439142910082,1,0,0,0,0,0,1,1,0,0,0,0,2.0,1.0
POL-2024191,0,-0.8971928205928312,-1.2473823197082188,-1.3459091284739368,-0.6056171893251591,-1.2781108352454835,0.584018383777632,1.765641830447756,-1.774815316026702,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-2.373020388821264,4.495030068563788,1,1,0,0,1,0,0,1,0,1,0,1,2.0,2.0
POL-2024192,1,0.8899558381373252,-0.19356850828569888,-0.6605201629593239,-0.26004390012392714,0.16425013534995483,0.46470921446657376,-0.20966121658203352,0.728443811456628,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.67062918979627,-0.6456504493435802,1,0,0,0,1,0,1,0,0,0,0,0,2.0,3.0
POL-2024193,0,-1.373017323562562,-1.2473823197082188,0.9945601741562707,-1.1239771231270068,1.0591666470525811,0.1067817065333972,-0.7699976234021589,0.8077718078128348,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.1361219315227333,-0.8121444211406331,1,0,1,0,0,0,0,0,1,1,0,0,3.0,1.0
POL-2024194,0,0.27491541452179535,-1.2473823197082188,0.25077913197071994,-0.4328305447245431,1.0591666470525811,-0.728382478644014,-1.2968588141904231,-2.3999127730982295,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.8491165121941355,0.5101657934426929,1,0,0,0,1,0,0,0,0,1,0,0,1.0,2.0
POL-2024195,1,-1.3926136994892433,-0.19356850828569888,0.02103981392112906,0.08552938907730476,1.0591666470525811,1.0612550610218674,0.6985481126392525,-2.5896391435701642,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-2.2457785902710508,3.9058596005385837,1,0,1,0,0,1,1,0,0,1,0,0,3.0,3.0
POL-2024196,1,-0.12374835823662741,-1.2473823197082188,-1.6215963101334456,-0.26004390012392714,-1.1206925571769486,-0.6090733093329548,0.4523059394893176,0.2189455361975226,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.1781763507905566,-0.15837807911963012,0,0,0,0,0,0,0,0,0,1,0,0,1.0,3.0
POL-2024197,0,0.44801673520748037,-0.19356850828569888,1.7526999237199208,0.9494626120803845,1.0591666470525811,-0.13183663208871996,-1.0288407506849804,0.583542027664955,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.1551002114543591,-0.8178626446144981,1,0,0,0,0,1,1,1,0,1,1,0,1.0,4.0
POL-2024198,0,-0.2921547138565453,-0.19356850828569888,-0.34558584779967627,0.2583160336779207,0.5853120335983124,-0.6090733093329548,-0.6021064351095626,0.31155683451116584,1.7256993661326636,-0.24911339237709276,0.7458485811066335,0.6415857886931999,-0.633369144465756,1,0,0,0,0,1,1,0,0,1,0,0,1.0,3.0
POL-2024199,0,1.5633771317010925,-1.2473823197082188,-1.5545890090356487,1.6406091904828481,-1.031104919251766,0.584018383777632,1.0199073312602567,0.7770342051517859,1.5814856059538305,-0.24911339237709276,-0.05149893877431568,-0.1699304385612919,-0.1646865782555558,0,0,0,0,0,1,0,0,0,0,1,0,2.0,4.0
POL-2024200,0,1.2194199084046546,-0.19356850828569888,1.51147363976785,-1.2967637677276227,1.0591666470525811,-0.8476916479550725,-1.0704679736635234,-0.020746596940883134,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.7306018745469385,-0.6702359399291635,1,0,0,0,0,0,1,0,0,1,0,0,2.0,1.0
POL-2024201,1,0.5141545039600298,-0.19356850828569888,1.0989001144371262,-0.08725725552331119,1.0591666470525811,-0.6090733093329548,0.56950611264954,-1.6522919843512192,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.570292159460225,1.7559562306938514,1,0,0,0,0,0,1,1,0,1,0,0,1.0,3.0
POL-2024202,1,0.6102992233503103,-0.19356850828569888,1.666547679451324,0.08552938907730476,-1.2781108352454835,0.7033275530886914,-0.7828169089085033,-1.0751697997862346,1.4307632206861054,2.9430099589735366,0.05896387356288285,-0.2541415704275311,-0.09842861501214092,1,1,0,0,0,1,1,0,0,0,0,0,2.0,3.0
POL-2024203,0,-1.2609505487318533,1.88557766019657,-1.7345514748411615,0.7766759674797685,-1.2717117182508275,1.1805642303329258,-0.874144298782681,0.5834666357980995,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.0425973333087981,-0.7828495951821544,0,0,1,0,1,1,1,0,0,1,0,1,2.0,4.0
POL-2024204,0,-0.9531241435502341,-1.2473823197082188,-1.1975358189002427,1.2950359012816164,-1.2781108352454835,1.1805642303329258,0.06982439848187504,-2.0701581408641303,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.527988359046169,1.6603958960954026,1,1,0,0,0,1,0,0,0,0,0,0,2.0,4.0
POL-2024205,0,1.362922536284415,-0.19356850828569888,0.8978782111437346,-1.1239771231270068,-1.2781108352454835,-0.2511458013997788,-0.7978954270479662,-0.19245173581868538,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.40635679679890113,-0.5241159883980815,1,1,0,0,0,0,1,0,0,0,0,0,2.0,1.0
POL-2024206,0,-0.383400339265155,-0.19356850828569888,0.25460812060487975,0.6038893228791525,1.0591666470525811,-0.13183663208871996,-0.1331836700355242,1.43253874884099,1.9191262775219622,-0.24911339237709276,1.3892877617844923,1.1446414082892902,-0.8147205871897222,1,0,0,0,0,1,1,0,0,1,0,0,1.0,4.0
POL-2024207,0,0.7597215897912554,-0.19356850828569888,-1.239654693876001,-1.2967637677276227,-0.6100430210034082,-0.8476916479550725,0.6821040045667265,-1.1019832605837026,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.2722062336714797,1.1505071200773285,1,0,0,0,0,0,1,1,0,1,1,0,2.0,1.0
POL-2024208,0,0.1214104697627919,-0.19356850828569888,1.5937968954022872,-0.08725725552331119,1.0591666470525811,-0.6090733093329548,2.50206407836238,0.8442490797282526,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.1394496240218734,0.925663501047374,1,0,0,0,0,0,1,0,0,1,0,0,1.0,3.0
POL-2024209,0,-1.2344137896644722,1.88557766019657,-1.2272104808149815,0.7766759674797685,-0.5934053168173029,0.8226367223997497,-0.03618300542347363,0.3487742998707452,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.2634227753452079,-0.4483013448041793,1,0,1,0,0,1,1,1,0,1,0,0,2.0,4.0
POL-2024210,1,0.4492415087028981,-0.09673156345227794,-0.1196755183842452,1.1222492566810005,0.8873503557460706,-0.13183663208871996,-0.18693919230208866,-0.26007231195769953,2.2031519440655463,-0.24911339237709276,4.117355265069715,-0.07815628752252388,-0.23238976588476634,1,0,0,0,0,1,1,1,0,0,0,0,1.0,4.0
POL-2024211,0,-0.6808161697357249,1.2020227554900706,1.1324037649860248,-0.08725725552331119,-1.2781108352454835,0.7033275530886914,0.093714420685627,1.2579073685735964,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.8484839826066128,-0.7156692624542679,1,1,0,0,0,0,1,0,0,1,0,0,2.0,3.0
POL-2024212,0,0.8915888694645486,-0.19356850828569888,-1.2520989069370205,1.4678225458822323,-0.6266807251895136,0.584018383777632,-0.2557781291579788,-0.6182208544349397,1.9153893671267919,-0.24911339237709276,1.4640037187276742,-0.2910575432888856,-0.06806200497882213,1,0,0,0,0,1,1,0,0,1,0,0,2.0,4.0
POL-2024213,0,1.502546714762019,1.88557766019657,-0.31878292736055736,0.43110267827853666,0.6211470887683853,0.10678170653339773,0.17846799880453035,0.16905597747414722,1.9070051015805727,-0.24911339237709276,1.0988056688102947,-0.021611114412604118,-0.27190581434324546,1,0,0,0,0,1,1,1,0,0,0,0,2.0,3.0
POL-2024214,0,-0.9663925230839246,-0.19356850828569888,-1.2444409296687007,-1.1239771231270068,-0.6164421379980641,-0.4897641400218962,2.066943756044615,0.06608021091240923,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.3851814645577711,1.3622379850748172,1,0,0,0,1,0,1,0,0,0,0,0,2.0,1.0
POL-2024215,0,-1.338519536774967,-1.2473823197082188,0.351290083617416,1.6406091904828481,-1.2781108352454835,2.1350375848213954,-1.4335741647561338,-0.2770758358491906,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.8007052647300026,-0.6977021021148838,1,1,1,0,0,1,0,0,0,0,0,0,3.0,4.0
POL-2024216,0,-0.33604243077567514,-0.19356850828569888,1.5555070090606886,1.4678225458822323,1.0591666470525811,-0.13183663208871996,0.054348937505134386,-1.3560463783146828,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.0299829927035533,0.7576356669452718,1,0,0,0,0,1,1,1,0,0,0,0,1.0,4.0
POL-2024217,0,0.7662537151001491,-1.2473823197082188,0.5561409755449679,1.6406091904828481,-1.2781108352454835,1.1805642303329258,0.8987582550821042,-0.04533258430721461,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.6792989927254904,0.3075747722545586,1,1,0,0,0,1,0,1,1,0,0,0,2.0,4.0
POL-2024218,0,1.5833817654595799,1.88557766019657,0.05167172299440778,-0.26004390012392714,-1.2781108352454835,0.7033275530886914,0.26770711620847876,2.5865510886362326,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.7267742654704816,-0.9595470170583471,1,1,0,0,0,0,1,0,1,1,0,0,2.0,3.0
POL-2024219,0,-0.15681724261290214,-0.19356850828569888,-0.0038486122009099605,-1.6423370569288547,1.042208987016743,-2.7566383569320125,-0.6475728878085498,-1.4050864418306563,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.5864733934307375,0.20751241160286454,1,0,0,0,1,0,1,0,0,0,0,1,1.0,
POL-2024220,0,1.0312130479421526,-1.2473823197082188,0.38096474553215476,0.6038893228791525,1.0591666470525811,0.584018383777632,-0.63097941487045,0.26158619320583687,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.6250187392280254,-0.6262510683423129,1,0,0,0,0,1,0,1,1,1,0,0,2.0,4.0
POL-2024221,0,-1.1931797486520803,1.88557766019657,-0.5590519641540879,-1.6423370569288547,-1.2781108352454835,-2.7566383569320125,1.0197651204397917,-1.971308539888433,1.4791722223985002,3.5838752990720755,-0.14681236555115132,-2.056019940942626,3.157284228634404,1,1,0,0,1,0,1,0,0,1,0,0,2.0,
POL-2024222,0,1.3996657411469422,-1.2473823197082188,0.4374423278860128,0.7766759674797685,1.0591666470525811,0.584018383777632,-1.0735540517369822,-0.3219911512989955,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.5076428465420697,-0.5733817944903349,1,0,0,0,0,1,0,1,0,1,0,0,2.0,4.0
POL-2024223,0,0.12508479024904448,-0.19356850828569888,-0.04788198149374799,1.2950359012816164,0.9833371106659091,-0.13183663208871996,-0.3307424362742912,1.1095066246761334,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.0445151887912805,-0.7834694542928933,1,0,0,0,0,1,1,1,1,0,0,0,1.0,4.0
POL-2024224,1,-0.8469771072807103,-0.19356850828569888,-1.3487808699495567,0.08552938907730476,-0.7559428884815628,0.10678170653339773,0.6654536362104739,-1.4011022764970857,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.4641724592395342,1.5226689755140363,1,0,0,0,0,1,1,1,0,1,0,0,2.0,3.0
POL-2024225,0,-0.007803134003763276,-0.19356850828569888,-1.238697446717461,-1.1239771231270068,-0.6087631976044771,-1.563546663821425,-1.7159319396688115,-0.35636713826521343,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.9455432152041164,-0.7503864352108838,1,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0
POL-2024226,1,1.5431683690267026,-1.2473823197082188,0.22014722289744124,0.2583160336779207,-1.2781108352454835,0.7033275530886914,-1.388834979763656,-0.6884401727632777,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.46091489945422537,-0.5510900451790063,1,1,0,0,0,1,0,0,0,0,0,0,2.0,3.0
POL-2024227,0,-0.47607486708508545,1.6520297344218493,-0.24124590751882047,1.4678225458822323,0.7248127840818109,-0.13183663208871996,-0.9621341497851047,0.08869603922029627,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.7344056455625176,-0.671760875389414,1,0,0,0,0,1,1,0,0,1,0,0,1.0,4.0
POL-2024228,0,1.4298768207005759,-1.2473823197082188,1.470312011950632,-0.6056171893251591,1.0591666470525811,-0.012527462777661643,-0.5109487767589591,0.22060617938693688,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.5080891221311481,-0.5735911758158622,1,0,0,0,1,0,0,1,1,0,0,0,2.0,2.0
POL-2024229,0,0.8038134356262884,1.88557766019657,-1.2463554239857806,-0.08725725552331119,-0.6190017847959265,0.10678170653339773,0.8226342135196452,0.6000248158286228,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.1604166096776618,-0.17191790080766625,1,0,0,0,0,0,1,0,0,1,0,0,2.0,3.0
POL-2024230,0,-0.9406722796801553,-0.19356850828569888,-0.23358793025050087,-1.2967637677276227,-1.2781108352454835,0.1067817065333972,0.41877879992008193,-2.2336240568316117,1.9298834001249032,4.427727023324538,1.056441250128715,-1.8554657950201012,2.5023025570540915,1,1,0,0,1,0,1,0,0,1,0,0,2.0,1.0
POL-2024231,1,0.05363966968301903,1.88557766019657,1.366929318828316,0.2583160336779207,1.0591666470525811,-0.6090733093329548,-1.205724342610353,-0.8825601803180887,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.18600403021678247,-0.4039011377492805,1,0,0,0,0,1,1,1,1,1,0,0,1.0,3.0
POL-2024232,0,-0.9770072267108769,-0.19356850828569888,1.3496988699745964,0.2583160336779207,1.0591666470525811,0.10678170653339773,-0.21100602715971586,0.21253118160939266,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.28726258544564465,-0.46148723806378417,1,0,0,0,0,1,1,0,0,0,0,0,2.0,3.0
POL-2024233,1,-0.5130222008635159,-0.19356850828569888,1.4712692591091716,-1.1239771231270068,1.0591666470525811,-1.563546663821425,-1.239998379200031,1.5765424317416723,1.8996449713401635,-0.24911339237709276,2.2981210502626985,2.064015603360421,-1.0207224301021947,1,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0
POL-2024234,0,-0.7681833457421788,-0.19356850828569888,-0.8529268418258562,0.9494626120803845,-1.2781108352454835,1.1805642303329258,0.8099191249586066,-1.5547665479602009,1.9204622678675276,4.41008814704927,0.7868140226016177,-1.6589838092170197,1.9681106623202993,1,1,0,0,0,1,1,0,0,0,0,0,2.0,4.0
POL-2024235,0,1.0895939178903913,-0.19356850828569888,-1.7048768129264227,-1.1239771231270068,-1.2781108352454835,-0.2511458013997788,0.6522385933834391,0.7074677300349637,1.5302728272345796,3.129140317690192,-0.055055335927190086,0.0386473801954758,-0.3122715511556552,0,1,0,0,0,0,1,1,0,1,0,0,2.0,1.0
POL-2024236,0,-0.4662766791217449,1.88557766019657,1.214727020620462,-0.778403833925775,1.0591666470525811,-1.0863099865771901,-0.5111522898104711,1.10313960233215,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.1708635090869524,-0.8225558853485927,1,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0
POL-2024237,0,-0.09170011843986779,-0.19356850828569888,-1.1180843047414257,0.6038893228791525,-0.44750544933914854,-0.13183663208871996,-0.25235558345421705,-1.9942020953507533,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.2667425232806826,1.1407623976876968,1,0,0,0,0,1,1,0,0,1,0,0,1.0,4.0
POL-2024238,0,0.4637346617320063,-1.2473823197082188,-0.6432897141056046,0.43110267827853666,0.1872869565307158,-0.6090733093329548,-0.23843815736332657,0.06099555767386706,1.9312900042270251,-0.24911339237709276,1.550412788466054,0.1946523422772091,-0.4089837244885216,1,0,0,0,0,1,0,0,0,1,0,0,1.0,3.0
POL-2024239,0,0.8115703344305998,-0.19356850828569888,0.5073213704594298,1.1222492566810005,-1.2781108352454835,1.1805642303329258,-0.8039703787054743,-0.7031792054962285,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.032907946459577474,-0.3085021858862655,1,1,0,0,0,1,1,1,1,0,0,0,2.0,4.0
POL-2024240,0,-0.10456024014175205,-0.19356850828569888,-1.00608638719225,-1.6423370569288547,-1.2781108352454835,-2.7566383569320125,1.6838830330193026,-0.22148196564370098,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.3298886487787713,1.2561209668285944,1,1,0,0,0,0,1,0,0,0,0,0,1.0,
POL-2024241,1,-1.4842675827296592,-0.19356850828569888,0.0593297002627277,1.2950359012816164,1.0591666470525811,1.5384917382661023,0.5905064324376891,-0.5159645193314866,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.8026599448801814,0.4520713849802513,1,0,1,0,0,1,1,1,0,0,0,0,3.0,4.0
POL-2024242,0,0.30104391575737066,1.88557766019657,0.7542911373627401,1.4678225458822323,1.0591666470525811,0.22609087584445606,-0.6156207092097499,-0.11139808570953678,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.33611448838164826,-0.48781889177676546,1,0,0,0,1,1,1,0,0,1,0,1,1.0,4.0
POL-2024243,0,-0.25602389574172635,1.88557766019657,-1.5928788953772468,-0.6056171893251591,-1.0822978552090132,-1.0863099865771901,-1.1096944556780919,0.25362439251613483,2.0254608572543815,-0.24911339237709276,3.4005262196415136,0.9650694928795408,-0.7570935674455316,0,0,0,0,0,0,1,0,1,1,0,0,1.0,2.0
POL-2024244,0,0.6349988221745647,0.16529781668521304,0.5685851886059875,-1.6423370569288547,1.0591666470525811,-2.7566383569320125,-1.0692008756546723,-0.8496938147676071,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.11317513221530272,-0.3598270479794667,1,0,0,0,0,0,1,0,0,1,0,0,2.0,
POL-2024245,0,-0.08904644253312927,-0.19356850828569888,-0.22497270582364098,0.43110267827853666,0.7465697818636412,-0.6090733093329548,-0.10426307996217848,-0.6519116519176735,1.4489345562828786,-0.24911339237709276,-0.03521300854590689,-0.42118787465312313,0.04585993073435264,1,0,0,0,0,1,1,1,0,1,0,0,1.0,3.0
POL-2024246,0,-0.7571603842834206,-0.19356850828569888,0.6729251288868434,-0.778403833925775,1.0591666470525811,-0.37045497071083766,-0.2279078807317394,-0.2949217479904106,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.07477330662099117,-0.23479987813244554,1,0,0,0,0,0,1,1,1,1,1,0,2.0,2.0
POL-2024247,0,0.04282083714016339,1.88557766019657,-1.3057047478152584,1.6406091904828481,-0.6983508355296596,0.22609087584445606,0.9227707826225016,-0.5272112939746595,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.0353840995701726,0.7655847641286305,1,0,0,0,1,1,1,0,0,1,0,0,1.0,4.0
POL-2024248,0,-0.6103916937492141,-0.19356850828569888,-1.0683074524973477,1.4678225458822323,-0.38095463259472734,0.9419458917108081,-1.6020442492884264,-0.07971068828434877,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.0713054360603178,-0.7920431425051395,1,0,0,0,1,1,1,1,0,1,1,0,2.0,4.0
POL-2024249,0,1.429264433952867,-0.19356850828569888,-0.8720717849966555,-0.6056171893251591,-0.11859083581383587,-0.37045497071083766,1.1137966409330926,-0.7066144720525485,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.286216248195016,1.1756964250842097,1,0,0,0,0,0,1,0,0,1,0,0,2.0,2.0
POL-2024250,0,0.249603428949832,-1.2473823197082188,-1.3478236227910168,-1.1239771231270068,-0.7546630650826315,-1.563546663821425,2.311458363279624,-1.5446921478784774,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-2.544161468683891,5.42514500172019,1,0,0,0,0,0,0,0,0,1,1,0,1.0,1.0
POL-2024251,1,1.28596593498901,-0.19356850828569888,0.19621604393394215,0.6038893228791525,1.0591666470525811,0.584018383777632,0.5243656743818149,-1.490696882691309,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.4329957093029209,1.4580639870661007,1,0,0,0,0,1,1,0,0,1,1,0,2.0,4.0
POL-2024252,0,-1.064578531633234,-0.19356850828569888,-0.129247989969645,1.4678225458822323,0.8745521217567584,0.584018383777632,2.326522447186765,1.361478129361875,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.656896465879831,0.28277292449696884,1,0,0,0,0,1,1,0,0,1,0,0,2.0,4.0
POL-2024253,1,0.364323879687279,1.88557766019657,1.0989001144371262,-0.4328305447245431,1.0591666470525811,-1.0863099865771901,-0.6630368608763036,0.3846733954973481,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.7402775185340701,-0.6741069957230252,1,0,0,0,0,0,1,1,0,1,0,0,1.0,2.0
POL-2024254,0,1.2092134626095086,-0.19356850828569888,1.3717155546210156,0.08552938907730476,-1.2781108352454835,0.7033275530886914,0.4975992696379391,0.4660153922189353,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.029297775272047126,-0.2666288671806144,1,1,0,0,0,1,1,0,0,0,0,0,2.0,3.0
POL-2024255,0,1.1469541432591146,-1.2473823197082188,0.426912609142073,-1.1239771231270068,1.0591666470525811,-0.8476916479550725,1.3454109025102579,1.347041630591692,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.01792599765513955,-0.29858883546199916,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0
POL-2024256,0,-0.4309623766705379,-1.2473823197082188,1.6138990857316258,0.43110267827853666,1.0591666470525811,-0.2511458013997788,-1.3239065234425194,1.1051706619294346,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,1.7662949367067065,-0.9674564831484256,1,0,0,0,1,1,0,0,0,0,0,0,1.0,3.0
POL-2024257,0,-1.4942698996089026,-0.19356850828569888,-1.5574607505112685,-1.1239771231270068,-1.0349443894485595,0.1067817065333972,-1.587971787642598,0.1944528020870208,1.6556325958810008,-0.24911339237709276,0.9978503893666923,1.2681575639484097,-0.8504276061822307,0,0,1,0,0,0,1,0,1,0,0,0,3.0,1.0
POL-2024258,0,-1.0490647340246115,1.88557766019657,-0.4709852255684114,-0.6056171893251591,-1.2781108352454835,0.22609087584445606,0.17323654616825684,-0.6280714721736751,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.5962962517970597,0.2177695236142369,1,1,0,0,0,0,1,0,1,1,1,0,2.0,2.0
POL-2024259,1,-1.2889162102105545,-0.19356850828569888,-0.7773043163011992,0.2583160336779207,-1.2781108352454835,0.9419458917108091,0.7914411378057348,1.1695098828467316,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.28079692346906104,-0.45793314396415036,1,1,1,0,0,1,1,0,1,0,0,0,2.0,3.0
POL-2024260,0,0.6721502848688983,-0.19356850828569888,-1.361225083010576,-0.778403833925775,-1.2781108352454835,0.22609087584445606,0.024494636932072763,-1.6922824925102085,1.7871933911804496,4.160573209459134,0.6693644105446453,-1.2426180686016013,1.0982564685704552,1,1,0,0,0,0,1,0,0,0,0,0,2.0,2.0
POL-2024261,1,-0.6165155612263015,-0.19356850828569888,-0.42886635059265305,0.08552938907730476,0.4739673978912998,0.46470921446657376,-0.1923796935373078,-0.6341644676106247,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.3469373000633039,-0.02048885277476707,1,0,0,0,1,1,1,0,0,1,0,0,2.0,3.0
POL-2024262,0,1.1681835505130191,-0.19356850828569888,0.27279581661713914,1.1222492566810005,1.0591666470525811,0.584018383777632,-0.8234240950125359,0.26739026168109803,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.7681892258191507,-0.6851289520300302,1,0,0,0,0,1,1,0,0,1,0,0,2.0,4.0
POL-2024263,0,-1.1817485293615162,-1.2473823197082188,-0.6088288163981659,-0.6056171893251591,-1.2781108352454835,0.22609087584445606,-0.756100041632901,-1.1242141949747455,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-0.30848631487369016,-0.053434847506350025,1,1,0,0,0,0,0,0,0,0,0,0,2.0,2.0
POL-2024264,0,-0.669384950445161,-0.19356850828569888,-0.9725827366433516,0.08552938907730476,-0.25297229270160954,0.10678170653339773,-0.7047811595266127,0.6780822658941676,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.9909512259473487,-0.7658455067380348,1,0,0,0,0,1,1,1,0,1,0,0,2.0,3.0
POL-2024265,0,-0.4317788923341499,-0.19356850828569888,-1.5459737846087886,-1.1239771231270068,-1.2781108352454835,-0.9670008172661314,-1.0636193065882653,-0.5148139460805409,1.6119142455711835,3.832403826143631,0.5553193826537031,0.35703297747188617,-0.4988178533096199,0,1,0,0,0,0,1,1,0,0,0,0,1.0,1.0
POL-2024266,0,-0.48995563336648484,1.88557766019657,-0.013421083786309464,-1.4695504123282388,1.0294107530274312,-1.563546663821425,2.9122435620852953,0.05882937606160988,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,-1.9255135940693104,2.7171518494649667,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0
POL-2024267,0,0.45026215328241265,-0.19356850828569888,-1.1152125632658059,1.4678225458822323,-0.4436659791423551,-0.13183663208871996,0.6600604350566603,-1.455052800755668,1.563882652133681,-0.24911339237709276,-0.016911394676952504,-1.496884470112721,1.5923265380266385,1,0,0,0,0,1,1,0,0,0,1,0,1.0,4.0
POL-2024268,0,0.12977975531481215,-0.19356850828569888,-0.4441823051292924,1.2950359012816164,0.45349022350840107,-0.13183663208871996,-0.14325429342470095,0.758411824421086,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.6451870870071387,-0.63490556738635,1,0,0,0,0,1,1,0,1,0,0,0,1.0,4.0
POL-2024269,0,1.1583853625496787,-0.19356850828569888,-0.7198694867888016,0.2583160336779207,0.0849010846162215,0.10678170653339773,0.5041827761598991,0.847919395336462,-0.5680723321651943,-0.24911339237709276,-0.3547572982755132,0.2475645199558131,-0.43940523226641626,1,0,0,0,0,1,1,0,0,0,0,0,2.0,3.0
